assuntos;tipos
solicita à secretaria municipal de educação sme informações sobre o custoaluno da rede pública municipal de natal referente à préescola , creche , ensino fundamental i e ii e ensino de jovens e adultos eja em tempo integral ou parcial;REQUERIMENTO
solicita à secretaria municipal de saúde sms providências para a reforma da unidade básica de saúde do parque das dunas i , localizado na avenida mar do sul;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando providências para a instalação de postes na rua dos lavradores e na rua lírio do vale , no conjunto parque dos coqueiros , no bairro de nossa senhora da apresentação;REQUERIMENTO
requer nos termos regimentais da câmara municipal do natal que seja enviado ofício ao diretor da caern companhia de aguas e esgotos do rn para que preste esclarecimentos e informações acerca do andamento das obras de saneamento e drenagem na capital , e precisamente quando se dará a totalidade de sua conclusão;REQUERIMENTO
requer nos termos regimentais da câmara municipal do natal que seja enviado ofício ao secretário da sin secretaria da infraestrutura do rn para que preste esclarecimentos e informações acerca do andamento das obras de saneamento e drenagem na capital , e precisamente quando se dará a totalidade de sua conclusão;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando esclarecimentos e informações relativas à apreensão de veículos estacionados em locais proibidos;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a recuperação e pavimentação da rua engenheiro nelson matos , bairro nova descoberta , zona sul de natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a reposição de paralelepípedos da rua coronel mário cabral , nova descoberta , zona sul de natal/rn;REQUERIMENTO
requer que seja enviado ofício à secretaria municipal de transportes e trânsito urbano sttu , solicitando uma faixa de pedestre , em frente ao mercadinho marambaia na rua armando ribeiro gonçalves , conjunto brasil novo bairro pajuçara , zona norte de natal/rn;REQUERIMENTO
requer que seja enviado voto de pesar ao sr. antônio ferreira barroso , pelo falecimento de sua mãe a sranair ferreira barroso;REQUERIMENTO
requer que seja enviado ofício ao gabinete civil da prefeitura de natal , solicitando que seja publicado no diário oficial , o decreto do plano de manejo do município de natal/rn;REQUERIMENTO
requer que seja enviado ofício a fundação capitania das artes funcarte , solicitando que o horário de funcionamento do memorial , localizado no parque dom nivaldo monte , seja o mesmo estabelecido pelo parque da cidade;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a pavimentação da rua josé agnaldo do número 244 a 25 rua da igreja universalbairro redinhacep 59122070;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando manutenção da academia da terceira idade localizada na praça guarujáconjunto gramorébairro lagoa azul;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando quebramolas na rua joão alves de carvalho em frente ao mercadinho do purucaconjunto serrambi i. cep 59084295;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de obras públicas e infraestrutura semov , solicitando o serviço de assentamento de paralelepipedos na rua apostolo simão , no bairro de lagoa azul , loteamento jeová;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de serviços urbanos semsur , solicitando o serviço de capinação e limpeza no ceu centro de esportes e artes unificadas , que esta localizado na rua são josé , número 855 no bairro de felipe camarão;REQUERIMENTO
requer nos termos regimentais da câmara municipal de natal , que seja enviado ofício à secretaria municipal de mobilidade urbana sttu , solicitando o serviço de faixa de pedestre , lombada e sinalização , em frente ao cmei maria abigail barros de azevedo , situado a rua dos repentistas , nº 3037 , conjnova natal , bairro lagoa azul;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando pavimentação da avbrasil , conjjardim américa , bairro de felipe camarãoa avenida faz parte do anel viário das linhas 23/69 e 30/31;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando uma operação tapaburaco em toda a extensão da avxavantes , conjcidade satélite , bairro pitimbú ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando pavimentação asfáltica no trecho da avnascimento de castro até o cruzamento com a rua bom pastor , bairro de bom pastor;REQUERIMENTO
requer ofício à urbana solicitando limpeza e capinação na lateral da escola raimundo soares com a escola lauro de castro;REQUERIMENTO
requer envio ofício à urbana , solicitando limpeza de canteiro na r paratinga conjunto soledade bairro potengi natal/rn;REQUERIMENTO
requer ofício à semsur , solicitando troca de lâmpadas nos seguintes postes 1d8105 e 2 d8105 ;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando operação tapa buraco na travessa mário lira , próximo com a ruafelizardo moura bairro , quintas , natal/rn;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza de uma área verde , localizado no entorno da ubs , próximo/ou em frente à ruapedra do sino , conjunto soledade l bairro potengi , natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpada do poste nº b4 424 , localizado na ruarainha do mar , bairro , planalto , natal/rn ;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando para que seja implantada uma linha de ônibus interligando o conjunto parque dos coqueiros , bairro nossa senhora da apresentação ao centro da cidadeo mesmo devera ter itinerário via ponte newton navarro , rua santa luzia , avenida maranguape ao partage norte shopping;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando que seja feita a manutenção da iluminação das passarelas localizadas na br 101 e avenida salgado filhopassarela localizada no trecho em frente a lateral da igreja evangélica universal do reino de deus e a outra está localizada na br 101 , no trecho em frente para lateral do hiper bompreço de ponta negra;REQUERIMENTO
requer que sejam realizados os serviços de limpeza , capinação , pintura do meiofio e retirada de entulhos em torno da lagoa de captação que fica localizada entre as ruas industrial joão mota , antônio farache , ismael pereira da sila e missionário joel carlson , bairro capim macio;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando da ilustre secretária , a implantação de uma ciclo via , na rua joão hélio alves rocha bairro planalto , sob o cep 59073070;REQUERIMENTO
requer que seja enviado o ofício à semov , solicitando o calçamento da rua reinaldo fernandes pimenta filho bairro planalto , sob o cep 59073370;REQUERIMENTO
requer que seja enviado o ofício à sme , solicitando a implantação de um cmei no bairro nova cidade;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando a limpeza geral dos canteiros e das ruas do anel viário e adjacentes bairro felipe camarão , zona oeste da capital;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando que seja reposto 01 um poste pétala de 11mts , nas ruas da lagoa nova e da lagoa seca bairro guarapes , zona oeste desta capital ;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a troca de lâmpada para o poste nº f6140 , localizado na avenida raniere mazille bairro felipe camarão , zona oeste desta capital;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando reparo asfáltico à rua mirassol , em frente a residência de nº 128 em felipe camarão;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a substituição de lâmpadas em poste de identificação f 6571 , à rua santoro em felipe camarão;REQUERIMENTO
requer que seja realizada sessão solene em homenagem ao grupo de apoio à vida sentinelas de cristo , dia 28/08/2019 , às 18h30min ;REQUERIMENTO
acrescenta e dá nova redação aos dispositivos da lei orgânica do município de natal , inserindo o princípio da transparência das contas públicas dentre os demais princípios da administração pública;PROJETO DE EMENDA À LEI ORGÂNICA
dispõe sobre o cancelamento de créditos extintos por prescrição e decadência , e dá outras providências;EMENDA PROJETO DE LEI
institui o programa transcidadania karla monique , destinado à promoção da cidadania de travestis e transexuais em situação de vulnerabilidade social;PROJETO DE LEI
ficam os veículos de transporte turístico autorizados a circular nos corredores exclusivos de ônibus , neste município , e dá outras providências;PROJETO DE LEI
dispõe sobre a autorização ao poder público municipal a explorar o transporte flúvial entre as margens do rio potengi , ladeando as comunidades dos bairros da redinha , rocas , salinas e a extensão da margem ladeada pelas comunicações do paço da pátria , pedra do rosário e quintas , até a divisa com o município de são gonçalo do amarante , e dá outras providências;PROJETO DE LEI
estabelece a obrigatoriedade das farmácias privadas localizadas no âmbito do município de natal em manter em suas dependências ou fora delas , postos de coleta para o devido descarte de medicamentos por parte dos municípes e dá outras providências;EMENDA EM PRIMEIRA DISCUSSÃO PROJETO DE LEI
lei pontes para a vida recomenda a instalação de equipamentos de proteção nas pontes , viadutos e passarelas situadas na cidade do natal;PROJETO DE LEI
dispõe sobre a obrigatoriedade da inclusão de frases de incentivo a leitura nas contas de água e luz que especifica;PROJETO DE LEI
dispõe sobre a obrigatoriedade da prefeitura municipal do natal divulgar via internet , nos sítios eletrônicos dos órgãos da administração direta e indireta , a listagem dos empregados de empresas prestadoras de serviços terceirizados e dá outras providências;PROJETO DE LEI
cria o programa de apoio e conscientização para evitar os pedestres de usar aparelhos de celulares similares , na travessia das ruas e avenidas na cidade do natal e dá outras providências ;PROJETO DE LEI
requer que seja enviado ofício à semsur , solicitando que seja realizada a manutenção dos equipamentos da academia da terceira idade , situada na praça marechal deodoro , avenida das alagoas conjunto jiqui;REQUERIMENTO
requer que sejam tomadas providências na contenção de um buraco no entorno da lagoa , situada na rua ouro preto , conjunto pirangi iii bairro neópolis;REQUERIMENTO
