,assunto,n requerimento,partido,vereador
811,"que seja enviado ofício à semov, solicitando calçamento, localizado na rua poeta luiz alves correia, (lot santa inês), bairro pajuçara, cep: 59122244  natal rn. ",01354/2019,ver.ª,"ver. aroldo alves  psdb  assunto: requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício a secretária danielle araújo mafra, titular da secretaria municipal de esporte e lazer  sel, que envie a semurb a solicitação de caracterização do campo de futebol de areia, localizado atrás da igreja do santuário dos mártires de cunhaú e uruaçu no bairro de nazaré. movimento: em discussão única.      estado do rio grande do norte câmara municipal do natal palácio padre miguelinho    5   requerimento nº. 01393/2019  ver. aroldo alves  psdb  assunto: requer nos termos regimentais da câmara municipal de natal, requer ao excelentíssimo secretário municipal de serviços urbano, rossini fernandes de oliveira, solicitamos a implantação de uma área coberta de conivência para jogos, na antiga lavandeira pública do rio das quintas. movimento: em discussão única.  requerimento nº. 01394/2019  ver. aroldo alves  psdb  assunto: requer nos termos regimentais da câmara municipal de natal, requer ao excelentíssimo secretário municipal de serviços urbano, rossini fernandes de oliveira, solicitamos a limpeza geral da praça dão marcolino, localizado na rua novo guarapes com a rua praia do meio no bairro dos guarapes. movimento: em discussão única.  requerimento nº. 1185/2019 "
812,"à semov, solicitando calçamento, localizado na rua são judas tadeu, bairro planalto, cep 59073-094  natal rn. ",01186/2019,pros,ver.ª carla dickson 
813,"ofício à semov, solicitando calçamento, localizado na rua santa quitéria, bairro planalto, cep 59073-140 natal rn. ",01187/2019,pros,ver.ª carla dickson 
814,"poder legislativo, seja encaminhado expediente ao excelentíssimo prefeito da cidade de natal sr. álvaro dias e ao secretário municipal de serviços urbanos  semsur, sr. jonny costa, solicitando aos mesmos a substituição de lâmpada do poste n° d2 056, localizado na rua: belo horizonte 295, rocas, natal/rn, vizinho ao restaurante congelatos, trazendo uma maior comodidade e segurança aos moradores que frequentam o local. ",01355/2019,pdt,ver. chagas catarino 
815,"à sttu, estudo para que seja colocada uma placa para parada de ônibus na av. gov. antônio de melo e souza, defronte a rua clenio fernandes sá, nova república, bairro de pajuçara. ",01225/2019,psdb,ver. dickson nasser júnior 
816,"à semov, solicitando o capeamento asfáltico da rua pitimbu, bairro da cidade alta. ",01226/2019,psdb,ver. dickson nasser júnior 
817,"à semov, solicitando o capeamento asfáltico da rua antônio pegado, bairro da cidade alta. ",01227/2019,psdb,ver. dickson nasser júnior 
818,"à semsur, solicitando o serviço de poda de árvores localizadas na rua joão xxiii, entre o trecho que compreende o hot dog do marujo e o cmei nossa senhora de lourdes, bairro mãe luíza, natal, capital do estado do rio grande do norte. ",01333/2019,pmb,ver. dinarte torres 
819,"teófilo brandão, travessa areia preta, com a petrópolis, natal, capital do estado do rio grande do norte. ",01334/2019,pmb,ver. dinarte torres 
820,"bairro mãe luiza, natal, capital do estado do rio grande do norte. ",01335/2019,pmb,ver. dinarte torres 
821,"máquinas de terraplanagem para av. professor paulo freire no loteamento jardim brasil, bairro pajuçara, zona norte de natal. ",01341/2019,pt,vera. divaneide lula basílio 
822,"máquinas de terraplanagem para as seguintes ruas: das prímulas, rio da prata, bela vista e travessa rio salgado, loteamento salinas, bairro redinha zona norte de natal. ",01345/2019,pt,vera. divaneide lula basílio 
823,"de saúde - sms sobre a não distribuição do medicamento hidroxicloroquina  reuquinol aos portadores de lúpus eritematoso sistêmico - les, conforme orientado pelo protocolo 100/2013 do ministério da saúde, bem como a normalização de sua distribuição. ",01391/2019,pt,vera. divaneide lula basílio 
824,"à semov, solicitando a realização de serviço de drenagem e pavimentação na rua tapirama, localizada no conjunto parque dos coqueiros, no bairro de nossa senhora da apresentação. ",01265/2019,psl,vera. eleika bezerra 
825,"à semsur, solicitando providências para a poda de árvores localizadas na extensão da rua são josé, bairro de lagoa nova. ",01266/2019,psl,vera. eleika bezerra 
826,"à semov, solicitando operação tapa buraco no cruzamento da rua estácio de sá com a rua são vicente, no bairro de lagoa nova. ",01267/2019,psl,vera. eleika bezerra 
827,"requer que seja enviado ofício à urbana, solicitando a limpeza e coleta do lixo, nas ruas: josé arnaldo; elias de souza; clodoaldo caldas entre rua maranata e são bráulio, no bairro planalto, para contribuir com o bem-estar dos moradores, e diminuir a presença de insetos na região. ",01342/2019,ver.,"ver. eriko jácome  pode  assunto: requer que seja enviado ofício à urbana, solicitando a limpeza e coleta do lixo, no entorno da rua e na quadra de esportes situada na rua são francisco de assis silveira, no bairro planalto, conjunto bela vista, para contribuir com o bem-estar dos usuários da quadra e moradores, e diminuir a presença de insetos na região. movimento: em discussão única.  requerimento nº. 01343/2019 "
828,"câmara municipal do natal, que seja enviado o presente requerimento ao secretário municipal de obras, solicitando informações a respeito do túnel que ligará as obras de drenagem do entorno da arena das dunas ao rio potengi, tendo em vista que tal obra deveria ter sido finalizada até o evento da copa ocorrida no brasil no ano de 2014. ",01361/2019,mdb,ver. felipe alves 
829,"câmara municipal do natal, que seja enviado ofício a empresa de pesquisa agropecuária do rio grande do norte - emparn, solicitando informações a respeito do estudo realizado no mês de maio do presente ano quanto ao volume pluviométrico do inverno de 2019. ",01362/2019,mdb,ver. felipe alves 
830,"câmara municipal do natal que seja enviado ofício ao sr. secretario da semurb (secretaria de meio ambiente e urbanismo de natal) para que preste esclarecimentos e informações no que se refere à regulamentação e cumprimento de lei municipal que aplica punição administrativa à cidadãos que jogarem lixo nas ruas, ou locais inadequados para tal fim. ",01363/2019,mdb,ver. felipe alves 
831,"assunto: requer que seja enviado ofício à semov, solicitando a recuperação da pavimentação e troca das grades de drenagens de concreto, da rua claudionor de andrade, bairro nova descoberta, zona sul de natal/rn. ",01281/2019,ver.,"ver. fernando lula lucena  pt assunto: requer que seja enviado ofício à semov, solicitando a recuperação da pavimentação e troca das grades de drenagens de concreto, da rua padre raimundo brasil, bairro nova descoberta, zona sul de natal/rn. movimento: em discussão única.    estado do rio grande do norte câmara municipal do natal palácio padre miguelinho    10   requerimento nº. 01282/2019 "
832,"realizada sessão solene em homenagem aos 50 anos do 2º esquadrão de transporte aéreo, a ser realizada no dia 24 de maio do corrente ano, as 15:00 horas, na base aérea de natal. ",01283/2019,ver.,"ver. fernando lula lucena  pt assunto: requer que seja enviado voto de pesar, pelo falecimento do sr. joão maria pinheiro, conhecido como joão alegria e zé da sorte. movimento: em discussão única.  requerimento nº. 01344/2019 "
833,"que seja enviado ofício à urbana, solicitando a limpeza do antigo horto da cidade da esperança, localizado na av. piauí com rua garanhuns, bairro cidade da esperança, natal/rn.  ",01324/2019,ver.,"ver. fúlvio saulo  sd assunto: requer que seja enviado ofício à urbana, solicitando a limpeza da área ao redor da quadra de esportes, localizada entre as ruas: desportista jeremias pineiro da câmara filho, arenopólis e escritor eulicio farias de lacerda, no bairro de ponta negra, natal/rn.  movimento: em discussão única.  requerimento nº. 01325/2019 "
834,"termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria municipal de obras públicas e infra-estrutura (semov), solicitando o serviço de assentamento de paralelepípedos na rua aposto tomé, no bairro de lagoa azul. ",01326/2019,ver.,"ver. fúlvio saulo  sd assunto: requer que seja enviado ofício à semsur, solicitando a poda das árvores do antigo horto da cidade da esperança, localizado na av. piauí com rua garanhuns, bairro cidade da esperança, natal/rn. movimento: em discussão única.  requerimento nº. 01237/2019 "
835,"termos regimentais da câmara municipal de natal, que seja enviado ofício à secretaria de saúde de natal (sms), solicitando o serviço de fiscalização do condomínio residencial alice grilo com suposto foco de dengue, na rua nascimento de castro, no bairro dix-sept rosado. ",01238/2019,ver.,"ver. kleber fernandes- pdt assunto: requer nos termos regimentais da câmara municipal de natal, que seja enviado ofício à companhia de serviços urbanos de natal (urbana), solicitando o serviço de coleta de copos e dejetos em todo o percurso anexo. movimento: em discussão única.  requerimento nº. 01291/2019 "
836,"que seja enviado ofício à seharpe - secretaria municipal de habitação, regularização fundiária e projetos estruturantes, solicitando o andamento do processo da regularização fundiária do conjunto alto da torre, redinha/natal.  ",01183/2019,ver.,"ver. luiz almir  sem partido assunto: requer que seja enviado ofício à urbana, solicitando a realização de serviços de limpeza, capinação e roçagem do mato na rua laureano gomes, conj. panatis (por trás da e. e. prof. josino macêdo), bairro potengi, zona norte de natal.  movimento: em discussão única.  estado do rio grande do norte câmara municipal do natal palácio padre miguelinho    12   requerimento nº. 01315/2019  ver. luiz almir  sem partido assunto: requer que seja enviado ofício à sttu, solicitando a instalação de abrigos de passageiros em toda a extensão da rua das prímolas, comunidade salinas, zona norte de natal.  movimento: em discussão única.  requerimento nº. 01316/2019  ver. luiz almir  sem partido assunto: requer que seja enviado ofício à semov, solicitando a execução de tapa-buraco na rua dos lírios, loteamento josé sarney, bairro lagoa azul.  movimento: em discussão única.  requerimento nº. 01197/2019 "
837,em discussão única.  requerimento nº. 01248/2019 - ver. maurício gurgel  psol assunto: requer que seja enviado ofício ao legislativo solicitando a reserva do  ,01215/2019,cidade,"ver. maurício gurgel  psol assunto: requer ofício à semov, solicitando operação tapa buraco na r da divisão "
838,"à semov, solicitando operação tapa buraco na rua pacajus, próximo/ou em frente à avenida acaraú, conjunto panatis i  bairro potengi, natal/rn. ",01259/2019,pdt,ver.a nina souza 
839,"à semov, solicitando operação tapa buraco na rua são domingos do amarante, em toda sua extensão,  bairro, igapó, natal/rn. ",01260/2019,pdt,ver.a nina souza 
840,"o plenário para sessão solene para entrega da comenda dr. clemente galvão neto, pelo dia do dentista. ",01261/2019,ver.,"ver.a   nina souza -pdt assunto: requer que seja enviado ofício à semsur, solicitando a troca de lâmpada do poste nº d4 484, localizado na rua. jaciara, conjunto santarém  bairro, potengi, natal/rn. movimento: em discussão única.  requerimento nº. 01211/2019 "
841,de sessão solene aos 10 anos da asan - associação dos auditores do tesouro municipal de natal. ,01212/2019,psdb,ver. paulinho freire 
842,"à semov, solicitando que seja feito o serviço de terraplanagem para nivelamento do solo da rua marcos domingos leite como também da 2ª travessa marcos domingos leite, ambas localizadas no salinas, redinha. ",01213/2019,psdb,ver. paulinho freire 
